code,type,subtype,importance,identifier,other,message,moreInfo,context
NCC,non.compatible.changes,non.compatible.code,CRITICAL,org.apache.jackrabbit.oak-security-spi/org.apache.jackrabbit.oak.stats,change@org.apache.jackrabbit.oak.stats,"The OSGi import org.apache.jackrabbit.oak.stats, due to major package version change, referenced at bundle: org.apache.jackrabbit.oak-security-spi might no longer be resolvable",https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""canonicalId"":""org.apache.jackrabbit.oak-security-spi/org.apache.jackrabbit.oak.stats""},""type"":""non.compatible.code""}"
NCC,non.compatible.changes,non.compatible.code,CRITICAL,org.apache.jackrabbit.oak-solr-osgi/org.apache.jackrabbit.oak.stats,change@org.apache.jackrabbit.oak.stats,"The OSGi import org.apache.jackrabbit.oak.stats, due to major package version change, referenced at bundle: org.apache.jackrabbit.oak-solr-osgi might no longer be resolvable",https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""canonicalId"":""org.apache.jackrabbit.oak-solr-osgi/org.apache.jackrabbit.oak.stats""},""type"":""non.compatible.code""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/content/foldermetadataschemaeditor/schemadetails/jcr:content/body/items/form/items/wizard/items/editorStep/items/formbuilder,/libs/dam/gui/content/foldermetadataschemaeditor/schemadetails/jcr:content/body/items/form/items/wizard/items/editorStep/items/formbuilder,The content stored at /apps/dam/gui/content/foldermetadataschemaeditor/schemadetails/jcr:content/body/items/form/items/wizard/items/editorStep/items/formbuilder by overlaying (shadowing) the JCR path at /libs/dam/gui/content/foldermetadataschemaeditor/schemadetails/jcr:content/body/items/form/items/wizard/items/editorStep/items/formbuilder might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/content/foldermetadataschemaeditor/schemadetails/jcr:content/body/items/form/items/wizard/items/editorStep/items/formbuilder""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content,/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/folderschemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/folderschemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/datepickerfield/datepickerfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/dropdownfield/dropdownfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/mvtextfield/mvtextfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/numberfield/numberfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/tagsfield/tagsfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/formfields/v2/textfield/textfield.jsp/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js.txt/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js/main.js/jcr:content,/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js/main.js/jcr:content,The content stored at /apps/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js/main.js/jcr:content by overlaying (shadowing) the JCR path at /libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js/main.js/jcr:content might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/dam/gui/coral/components/admin/schemaforms/formbuilder/v2/clientlibs/js/main.js/jcr:content""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/assign-in-workfront,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/assign-in-workfront by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/attach-workfront-custom-form,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/attach-workfront-custom-form by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/copy-folder-metadata-to-asset,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/copy-folder-metadata-to-asset by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-issue,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-issue by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-task,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-task by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/map-workfront-property,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/map-workfront-property by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/set-workfront-status,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/set-workfront-status by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document-route,/libs/cq/workflow/components/model/process,The content stored at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document-route by overriding (sling:superResourceType) the JCR path at /libs/cq/workflow/components/model/process might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/cq/workflow/components/model/process""},""type"":""non.compatible.content""}"
NCC,non.compatible.changes,non.compatible.content,CRITICAL,/apps/hoodoo-digital/workfront-tools/tools/connect/content/configurations/jcr:content/head/clientlibs,/libs/granite/ui/components/foundation/includeclientlibs,The content stored at /apps/hoodoo-digital/workfront-tools/tools/connect/content/configurations/jcr:content/head/clientlibs by including (sling:resourceType) the JCR path at /libs/granite/ui/components/foundation/includeclientlibs might be incompatible after update and might need some adaption,https://www.adobe.com/go/aem_pd_NCC,"{""data"":{""path"":""/libs/granite/ui/components/foundation/includeclientlibs""},""type"":""non.compatible.content""}"
OID,oak.index.definition,standard.index.modification,CRITICAL,/oak:index/workflowDataLucene,\N,A modified standard Oak index has been found at /oak:index/workflowDataLucene. Standard indexes should not be modified.,https://www.adobe.com/go/aem_pd_OID,"{""data"":{""json-patch"":[{""op"":""add"",""path"":""/oak:index/workflowDataLucene/indexRules/granite:InboxItem/properties/locked"",""value"":{""name"":""locked"",""propertyIndex"":true,""jcr:primaryType"":""nam:nt:unstructured"",""type"":""Boolean""}},{""op"":""add"",""path"":""/oak:index/workflowDataLucene/indexRules/granite:InboxItem/properties/allowExplicitSharing"",""value"":{""name"":""allowExplicitSharing"",""propertyIndex"":true,""jcr:primaryType"":""nam:nt:unstructured"",""type"":""Boolean""}},{""op"":""add"",""path"":""/oak:index/workflowDataLucene/indexRules/granite:InboxItem/properties/sharedWith"",""value"":{""name"":""sharedWith"",""propertyIndex"":true,""jcr:primaryType"":""nam:nt:unstructured"",""type"":""String""}},{""op"":""add"",""path"":""/oak:index/workflowDataLucene/indexRules/granite:InboxItem/properties/allowInboxSharing"",""value"":{""name"":""allowInboxSharing"",""propertyIndex"":true,""jcr:primaryType"":""nam:nt:unstructured"",""type"":""Boolean""}},{""op"":""add"",""path"":""/oak:index/workflowDataLucene/indexRules/granite:InboxItem/properties/returned"",""value"":{""name"":""returned"",""propertyIndex"":true,""jcr:primaryType"":""nam:nt:unstructured"",""type"":""Boolean""}}]},""type"":""standard.index.modification""}"
PCX,page.complexity,page.complexity.medium,MAJOR,/content/we-retail/us/en/community,\N,"The page at /content/we-retail/us/en/community contains 298 nodes, a high number that may affect rendering performance.",https://www.adobe.com/go/aem_pd_PCX,"{""data"":{""count"":298,""path"":""/content/we-retail/us/en/community""},""type"":""page.complexity.medium""}"
REP,replication.agent,forward.replication,MAJOR,/etc/replication/agents.author/publish,cq/replication/components/agent,An enabled replication agent was found at /etc/replication/agents.author/publish. It should be evaluated for potential upgrade issues.,https://www.adobe.com/go/aem_pd_REP,"{""data"":{""type"":""cq/replication/components/agent"",""path"":""/etc/replication/agents.author/publish""},""type"":""forward.replication""}"
REP,replication.agent,forward.replication,MAJOR,/etc/replication/agents.author/scene7,cq/replication/components/scene7,An enabled replication agent was found at /etc/replication/agents.author/scene7. It should be evaluated for potential upgrade issues.,https://www.adobe.com/go/aem_pd_REP,"{""data"":{""type"":""cq/replication/components/scene7"",""path"":""/etc/replication/agents.author/scene7""},""type"":""forward.replication""}"
REP,replication.agent,forward.replication,MAJOR,/etc/replication/agents.author/test_and_target,cq/replication/components/agent,An enabled replication agent was found at /etc/replication/agents.author/test_and_target. It should be evaluated for potential upgrade issues.,https://www.adobe.com/go/aem_pd_REP,"{""data"":{""type"":""cq/replication/components/agent"",""path"":""/etc/replication/agents.author/test_and_target""},""type"":""forward.replication""}"
REP,replication.agent,forward.replication,MAJOR,/etc/replication/agents.publish/outbox,cq/replication/components/agent,An enabled replication agent was found at /etc/replication/agents.publish/outbox. It should be evaluated for potential upgrade issues.,https://www.adobe.com/go/aem_pd_REP,"{""data"":{""type"":""cq/replication/components/agent"",""path"":""/etc/replication/agents.publish/outbox""},""type"":""forward.replication""}"
REP,replication.agent,reverse.replication,CRITICAL,/etc/replication/agents.author/publish_reverse,cq/replication/components/revagent,An enabled reverse replication agent was found at /etc/replication/agents.author/publish_reverse. It should be evaluated for potential upgrade issues.,https://www.adobe.com/go/aem_pd_REP,"{""data"":{""type"":""cq/replication/components/revagent"",""path"":""/etc/replication/agents.author/publish_reverse""},""type"":""reverse.replication""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/blueprints,\N,The node at /etc/blueprints has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/blueprints"",""json-patch"":[{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""14f664dc67b07d419d82ccd65e3d433b9581ee70f5274f705edfd9a004002757""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""8f2721990d2a3e34560e11cdf640159746580b02e0e82cec37bb5d0be2767cc5""},{""op"":""add"",""path"":""/jcr:title"",""value"":""016a771ac49c9c3645071975af2e3d35973567e353f54d7fa7f85cad3d1d83fe""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices,\N,The node at /etc/cloudservices has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices"",""json-patch"":[{""op"":""add"",""path"":""/sling:resourceType"",""value"":""36f9fdb89871dfb04859305018f5670838b62aace567fc39c21bf403ffc24938""},{""op"":""add"",""path"":""/jcr:title"",""value"":""c51518e7926d150504784eabd3e65b48dd2f76681b83ce77f6b98fce6a22cae1""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""8f2721990d2a3e34560e11cdf640159746580b02e0e82cec37bb5d0be2767cc5""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/brightedge,\N,The node at /etc/cloudservices/brightedge has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/brightedge"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/brightedge/jcr:content,\N,The node at /etc/cloudservices/brightedge/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/brightedge/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/thumbnailPath"",""value"":""4bc016cc17acae6c8f1c16469bec7a8e7f09571a858d8605fadf748bd7d83eba""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""6d12b8f37f93e908e841973effb26501747a9122e140684bc89b9717760fc6db""},{""op"":""add"",""path"":""/jcr:title"",""value"":""f5b903d481dff89ffd797fcf490cad97f67f0195bae10df598578fa952d183dd""},{""op"":""add"",""path"":""/ranking"",""value"":""27badc983df1780b60c2b3fa9d3a19a00e46aac798451f0febdca52920faaddf""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/serviceAdminUrl"",""value"":""355fe6db83262fa4891f2e6393c5b1c4ee7879af5a059c53f5f0a9b386175f28""},{""op"":""add"",""path"":""/showOnDashboard"",""value"":""true""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/description"",""value"":""5e81a4fb4b6ebc5dd53265a039cafe5d16f4a21899f0d73d2b8764dd8f1efd0b""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""22e409da22ff27fc0af7588358983fb7f35c313fb2b919bc84c7ea50298eb08a""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""16f78a7d6317f102bbd95fc9a4f3ff2e3249287690b8bdad6b7810f82b34ace3""},{""op"":""add"",""path"":""/visible"",""value"":""true""},{""op"":""add"",""path"":""/jcr:description"",""value"":""7742c507ea7d05117fea49b53a7f9fd47327cf9798a63b0cbe6c676e3f9f4b27""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/campaign,\N,The node at /etc/cloudservices/campaign has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/campaign"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
